Entity,Code,Year,Renewables (% equivalent primary energy),key,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),Renewables (% electricity),Hydro (% equivalent primary energy),Hydro (% electricity),Wind Capacity,Wind (% equivalent primary energy),Wind (% electricity),Solar Capacity,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
Australia,AUS,2002,3.9314504,Australia2002,0.36,15.72,0.05,1.22,8.0833025,3.5013092,7.323891,0.106,0.11606856,0.1677227,0.034,0.012682593,0.02329482,0
Algeria,DZA,2005,0.43411878,Algeria2005,0,0.55,0,0,1.7235976,0.43411878,1.7235976,,0,0,0,0,0,
Algeria,DZA,2006,0.16327195,Algeria2006,0,0.22,0,0,0.6640507,0.16327195,0.6640507,,0,0,0,0,0,
Australia,AUS,2003,4.014969,Australia2003,0.7,16.13,0.06,1.61,8.659832,3.454619,7.550437,0.19,0.1500396,0.32766932,0.039,0.013468503,0.028085941,0.5353231
Algeria,DZA,2007,0.15990457,Algeria2007,0,0.22,0,0,0.6289308,0.15990457,0.6289308,,0,0,0,0,0,
Australia,AUS,2004,4.0365605,Australia2004,0.7,15.89,0.07,2.75,8.701304,3.218602,7.1233244,0.379,0.16311887,0.31380284,0.046,0.014967943,0.031380285,0.32180902
Algeria,DZA,2008,0.1877543,Algeria2008,0,0.28,0,0,0.74015325,0.1877543,0.74015325,,0,0,0,0,0,
Algeria,DZA,2009,0.21278548,Algeria2009,0,0.3,0,0,0.8285005,0.21278548,0.8285005,,0,0,0,0,0,
Australia,AUS,2005,4.3135533,Australia2005,0.88,15.16,0.08,3.63,9.156236,3.1399786,7.0282803,0.74,0.26374426,0.40797403,0.052,0.017064556,0.03708855,0.32005984
Algeria,DZA,2010,0.11513238,Algeria2010,0,0.17,0,0,0.39534885,0.1093806,0.39534885,,0,0,0,0.005751776,0,
Australia,AUS,2006,4.233413,Australia2006,1.71,15.77,0.09,3.62,9.63576,2.8911996,7.1711154,0.819,0.41826838,0.7775908,0.061,0.01886183,0.040925834,0.59205866
Algeria,DZA,2011,0.2352599,Algeria2011,0,0.5,0,0,1.0379905,0.22449896,1.0379905,,0,0,0,0.010760946,0,
Algeria,DZA,2012,0.22453195,Algeria2012,0,0.62,0,0,1.1483607,0.21009885,1.1483607,,0,0,0,0.014433099,0,
Australia,AUS,2007,3.9767227,Australia2007,2.61,14.2,0.11,4.01,9.119031,2.4497604,6.186825,1.249,0.5354425,1.1371558,0.07,0.021354998,0.047926106,1.1593292
Algeria,DZA,2013,0.064763196,Algeria2013,0,0.33,0,0,0.58604157,0.050247308,0.58604157,,0,0,0,0.014515886,0,
Australia,AUS,2008,3.6813264,Australia2008,3.09,11.79,0.13,3.48,8.05489,2.1675441,5.136136,1.441,0.6344687,1.3461119,0.082,0.02553688,0.05663254,1.8793633
Algeria,DZA,2014,0.117502466,Algeria2014,0,0.25,0,0,0.41390726,0.089283474,0.41390726,,0.000462478,0,0.0011,0.027756516,0,
Australia,AUS,2009,3.9202662,Australia2009,3.82,11.68,0.16,2.66,7.804379,2.338825,4.9757175,1.703,0.8209998,1.6273323,0.329,0.053695828,0.06816052,2.6951258
Algeria,DZA,2015,0.096813366,Algeria2015,0.02,0.14,0.06,0,0.34013605,0.06323396,0.21645021,,0.008285812,0.03092146,0.0491,0.025293589,0.09276438,
Algeria,DZA,2016,0.14580712,Algeria2016,0.03,0.22,0.09,0,0.509287,0.031239543,0.32953864,,0.008266354,0.044937085,0.2191,0.106301226,0.13481127,
Australia,AUS,2010,4.3128047,Australia2010,4.94,13.5,0.39,2.3,9.044215,2.5286407,5.7783675,1.864,0.91701394,2.1144545,1.088,0.17984296,0.16693062,2.1017818
Algeria,DZA,2017,0.24701829,Algeria2017,0.01,0.06,0.57,0,0.8951049,0.023891231,0.08391608,,0.008105944,0.013986014,0.4,0.21502112,0.7972028,
Algeria,DZA,2018,0.28767928,Algeria2018,0.01,0.12,0.65,0,1.0816808,0.046107795,0.16641243,,0.003938928,0.013867702,0.423,0.23763257,0.9014006,
Australia,AUS,2011,5.698981,Australia2011,6.79,16.69,1.39,2.46,11.3454275,3.470572,6.9284735,2.127,1.1405437,2.818714,2.47,0.36254582,0.57702684,2.5427175
Algeria,DZA,2019,0.29474697,Algeria2019,0.01,0.15,0.68,0,1.0953188,0.0576596,0.19559266,,0.003793594,0.013039509,0.423,0.23329379,0.8866866,
Algeria,DZA,2020,0.29789943,Algeria2020,0.01,0.05,0.66,0,0.9898268,0.01990544,0.068737976,,0.003090129,0.013747594,0.423,0.27490386,0.90734124,
Australia,AUS,2012,5.700209,Australia2012,7.39,13.98,2.33,2.93,11.410575,3.0473204,5.9902306,2.561,1.3818121,3.1665094,3.796,0.43144733,0.9983717,2.6933994
Algeria,DZA,2021,0.26136735,Algeria2021,0.01,0.09,0.81,0,1.1735878,0.00355447,0.11606912,,0.00401298,0.012896569,0.423,0.2537999,1.0446221,
Australia,AUS,2013,6.525869,Australia2013,9.54,18.12,3.48,3.06,14.870858,3.3514664,7.878947,3.221,1.6256077,4.1481867,4.565,0.67549014,1.5131751,2.845892
Australia,AUS,2014,5.979823,Australia2014,10.41,18.34,4.01,3.39,14.96213,2.5104816,7.5907454,3.797,1.694627,4.3085966,5.284,0.8583198,1.6596997,2.989948
Australia,AUS,2015,6.290021,Australia2015,11.45,13.32,5.02,3.33,14.3476,2.3715727,5.770231,4.181,1.992169,4.9601455,5.943,1.0430601,2.1746664,2.6403356
Australia,AUS,2016,7.1891756,Australia2016,13.7,15.02,6.21,3.48,15.609379,2.938738,6.103954,4.324,2.1736546,5.567521,6.686,1.240174,2.523672,1.4622647
Australia,AUS,2017,6.750127,Australia2017,13.27,16.04,8.07,3.39,16.313873,2.2450383,6.418311,4.812,2.196989,5.3099117,7.352,1.4830128,3.2291625,1.2355341
Australia,AUS,2018,8.300061,Australia2018,13.7,15.8,9.93,3.5,17.145937,2.8250666,6.310408,5.442,2.6538167,5.471683,8.623,2.0125694,3.9659717,1.5035335
Australia,AUS,2019,8.880722,Australia2019,19.72,15.6,14.85,3.24,21.37597,2.201334,6.2434964,6.279,3.0571554,7.8924193,12.967,2.8727212,5.9433284,1.7374654
Australia,AUS,2020,10.789811,Australia2020,22.2,14.76,23.85,3.18,25.503168,2.3766096,5.8825874,8.603,3.7256799,8.847794,17.342,3.9293382,9.505401,1.4563833
Australia,AUS,2021,12.933532,Australia2021,26.09,14.76,28.04,3.09,29.134624,2.6343446,5.9742575,8.9506,4.4129024,10.560188,19.074,5.1371794,11.34947,1.3404936
Austria,AUT,1990,28.908686,Austria1990,0,31.51,0,1.13,66.206894,27.798548,63.91481,,0,0,,0,0,0.073269
Austria,AUT,1991,27.587187,Austria1991,0,31.44,0,1.21,65.065765,26.450676,62.65444,,0,0,,0,0,0.080247
Austria,AUT,1992,31.037273,Austria1992,0,34.85,0,1.31,72.392395,29.784664,69.76976,,0,0,,0,0,0.089551
Austria,AUT,1993,32.088085,Austria1993,0,36.71,0,1.34,74.07047,30.823719,71.461945,,0,0,,0.000836194,0,0.101181
Austria,AUT,1994,31.2963,Austria1994,0,35.71,0,1.19,70.81174,30.170261,68.528114,,0,0,,0.000841343,0,0.067454
Austria,AUT,1995,31.51592,Austria1995,0,37.07,0,1.84,70.51468,29.863268,67.18014,,0.000802234,0,,0.000802234,0,0.130256
Austria,AUT,1996,28.951206,Austria1996,0,34.22,0,1.57,66.809784,27.530748,63.879036,,0.004021118,0,0.0017,0.0008012,0,0.141886
Austria,AUT,1997,29.963467,Austria1997,0.02,36.11,0,1.69,67.92385,28.44973,64.85273,0.02,0.015759302,0.03591954,0.0022,0.001576648,0,0.153516
Austria,AUT,1998,30.441696,Austria1998,0.05,37.16,0,1.82,69.79614,28.821526,66.45208,0.03,0.034899127,0.08941345,0.0029,0.001551778,0,0.165146
Austria,AUT,1999,32.258,Austria1999,0.05,40.7,0,1.6,70.677574,30.863422,67.923904,0.042,0.03867489,0.083444595,0.0037,0.001517352,0,0.181428
Austria,AUT,2000,32.954258,Austria2000,0.07,41.84,0,1.53,72.58146,31.604445,69.908104,0.05,0.05061469,0.116959065,0.005,0.002263811,0,0.21282414
Austria,AUT,2001,30.816513,Austria2001,0.1,40.46,0.01,1.67,69.17786,29.318848,66.26269,0.067,0.124651626,0.16377333,0.007,0.003624952,0.016377334,0.21224265
Austria,AUT,2002,30.325117,Austria2002,0.14,40.23,0.01,1.52,69.03938,28.919693,66.2877,0.109,0.14593922,0.23068051,0.009,0.006472249,0.016477179,0.2653033
Austria,AUT,2003,25.140518,Austria2003,0.37,33.21,0.01,1.65,60.695835,23.480003,57.199448,0.322,0.25872895,0.63727176,0.023,0.010603667,0.017223561,0.31836396
Austria,AUT,2004,27.633785,Austria2004,0.93,36.76,0.02,1.91,63.975456,25.351429,59.357334,0.581,0.6371944,1.5016955,0.027,0.012412875,0.032294527,0.5852664
Austria,AUT,2005,27.94786,Austria2005,1.33,37.1,0.02,2.43,63.389675,24.982868,57.528297,0.825219,0.8965896,2.0623353,0.021018,0.014155443,0.031012561,0.8489706
Austria,AUT,2006,28.59121,Austria2006,1.75,35.66,0.02,3.23,65.285805,24.114162,57.25755,0.968269,1.1854117,2.809891,0.022387,0.015140214,0.032113038,1.2734559
Austria,AUT,2007,30.98061,Austria2007,2.04,37.05,0.02,4.06,68.62184,25.442991,58.893658,0.991159,1.3988084,3.2427278,0.024238,0.016642988,0.03179145,2.5759044
Austria,AUT,2008,31.345478,Austria2008,2.01,38.33,0.03,4.16,69.03876,25.656956,59.42636,0.991974,1.3462934,3.1162791,0.03012,0.020161616,0.046511628,3.095625
Austria,AUT,2009,34.322514,Austria2009,1.95,40.9,0.05,4.28,71.161385,28.07734,61.689293,1.000985,1.3415456,2.9411764,0.048915,0.03358211,0.07541478,4.2849255
Austria,AUT,2010,31.605642,Austria2010,2.06,38.36,0.09,4.48,66.24944,25.348106,56.486523,1.015828,1.3637029,3.0334265,0.088813,0.058682047,0.13252833,4.487388
Austria,AUT,2011,30.720795,Austria2011,1.94,34.24,0.17,4.56,65.70832,24.011099,54.995186,1.105966,1.3579149,3.1159654,0.17407,0.12207817,0.27304852,4.459111
Austria,AUT,2012,35.929344,Austria2012,2.46,43.85,0.34,4.68,74.71616,29.031807,63.828243,1.33715,1.6301234,3.5807862,0.337483,0.22344941,0.4949054,4.459111
Austria,AUT,2013,35.266674,Austria2013,3.15,42.02,0.63,4.7,78.185486,27.841606,65.05651,1.674538,2.0894308,4.8769164,0.625974,0.41479012,0.9753832,4.2805
Austria,AUT,2014,36.640297,Austria2014,3.85,41.01,0.79,4.55,81.46706,28.13693,66.55307,2.110275,2.638756,6.2479715,0.785246,0.53879297,1.2820513,3.7563334
Austria,AUT,2015,34.964077,Austria2015,4.84,37.16,0.94,4.65,76.94422,25.314009,60.08084,2.488726,3.2975998,7.825384,0.937098,0.6384205,1.519806,4.356
Austria,AUT,2016,35.651855,Austria2016,5.23,39.97,1.1,4.78,78.28352,26.193264,61.256706,2.729996,3.4303956,8.015326,1.096016,0.71822053,1.6858238,4.8046665
Austria,AUT,2017,34.502872,Austria2017,6.57,38.29,1.27,4.92,75.719376,24.402254,56.79324,2.886698,4.18762,9.744884,1.268971,0.8086372,1.8837141,4.4729443
Austria,AUT,2018,34.568928,Austria2018,6.03,37.64,1.46,4.93,76.96802,24.417084,57.872078,3.132713,3.912159,9.271217,1.455132,0.943997,2.2447724,4.412322
Austria,AUT,2019,35.611378,Austria2019,7.45,40.83,1.7,4.66,77.109795,25.13112,57.620663,3.224117,4.5860214,10.513689,1.702093,1.0477524,2.3990967,4.4228
Argentina,ARG,1985,12.759556,Argentina1985,0,20.653124,0,0.12000641,45.853027,12.680017,45.58814,,0,0,,0,0,
Austria,AUT,2020,38.26067,Austria2020,6.79,42,2.04,4.59,80.098274,27.552656,60.70241,3.225985,4.455559,9.813557,2.042934,1.3402594,2.948403,4.5772223
Argentina,ARG,1986,12.298526,Argentina1986,0,21.030247,0,0.123990245,43.15237,12.220743,42.89944,,0,0,,0,0,
Argentina,ARG,1987,12.247486,Argentina1987,0,21.912518,0,0.10598629,42.24961,12.183867,42.04624,,0,0,,0,0,
Austria,AUT,2021,37.481792,Austria2021,6.74,38.75,2.78,4.48,78.790146,27.224585,57.879017,3.523985,4.2896366,10.067215,2.691934,1.3500032,4.152353,4.82245
Argentina,ARG,1988,8.417367,Argentina1988,0,15.259144,0,0.12296129,29.299515,8.344774,29.065302,,0,0,,0,0,
Belgium,BEL,1990,0.2747965,Belgium1990,0.01,0.27,0,0.28,0.7966994,0.12658821,0.38412294,,0.003330547,0.014226775,,0,0,0
Argentina,ARG,1989,7.5435934,Argentina1989,0,13.187393,0,0.10600155,26.135784,7.478697,25.927376,,0,0,,0,0,
Belgium,BEL,1991,0.25747994,Belgium1991,0.01,0.23,0,0.3,0.75853354,0.10533081,0.32307908,,0.003681352,0.014046916,,0,0,0
Belgium,BEL,1992,0.2941911,Belgium1992,0.01,0.34,0,0.27,0.8681042,0.15718141,0.47605714,,0.004148203,0.014001681,,0,0,0
Belgium,BEL,1993,0.24665305,Belgium1993,0.01,0.25,0,0.25,0.7277397,0.11899488,0.35673514,,0.003749573,0.014269406,,0,0,0
Belgium,BEL,1994,0.27591464,Belgium1994,0.01,0.35,0,0.25,0.85506034,0.15410542,0.4906084,,0.004008253,0.014017383,,0,0,0
Belgium,BEL,1995,0.30511987,Belgium1995,0.01,0.34,0,0.32,0.9113166,0.14870304,0.4624592,,0.003959281,0.013601742,,0,0,0
Belgium,BEL,1996,0.24272089,Belgium1996,0.01,0.24,0,0.31,0.7452755,0.098996915,0.31940377,,0.00331521,0.013308491,0,0,0,0
Belgium,BEL,1997,0.25003463,Belgium1997,0.01,0.31,0,0.28,0.7704161,0.12504219,0.39804828,0.009,0.003281286,0.012840267,0,0,0,0
Belgium,BEL,1998,0.31667665,Belgium1998,0.01,0.39,0,0.36,0.9258132,0.15641692,0.47508833,0.01,0.004423109,0.012181752,0,0,0,0
Belgium,BEL,1999,0.36021912,Belgium1999,0.01,0.34,0,0.5,1.0195514,0.13810118,0.40782055,0.011,0.00526485,0.011994722,0,0,0,0
Belgium,BEL,2000,0.43326905,Belgium2000,0.02,0.46,0,0.57,1.2682691,0.18298484,0.55562264,0.014,0.006364706,0.024157507,0,0,0,0
Belgium,BEL,2001,0.44920528,Belgium2001,0.04,0.44,0,0.6,1.3735217,0.17582263,0.5595829,0.026,0.014751546,0.05087117,0,0,0,0
Belgium,BEL,2002,0.47973493,Belgium2002,0.06,0.36,0,0.72,1.4084506,0.14326069,0.44477388,0.031,0.022682944,0.074128985,0.001,0,0,0
Belgium,BEL,2003,0.48671454,Belgium2003,0.09,0.25,0,0.86,1.435922,0.094044775,0.2991504,0.067,0.033505823,0.10769415,0.001,0,0,0
Belgium,BEL,2004,0.6062989,Belgium2004,0.14,0.32,0,1.04,1.8089726,0.119468965,0.38591415,0.096,0.053516053,0.16883744,0.001,0.00037782,0,0
Belgium,BEL,2005,0.8666802,Belgium2005,0.23,0.29,0,1.59,2.5089178,0.10906541,0.3448276,0.167,0.08596478,0.27348396,0.002,0.000378395,0,0
Belgium,BEL,2006,1.209545,Belgium2006,0.37,0.36,0,2.23,3.5632598,0.13471973,0.43336946,0.212,0.13734657,0.44540748,0.002,0.000751007,0,0
Belgium,BEL,2007,1.415252,Belgium2007,0.49,0.39,0.01,2.6,4.0318856,0.14407192,0.45055455,0.276,0.18184915,0.56608135,0.02,0.00222304,0.01155268,0
Belgium,BEL,2008,1.7643936,Belgium2008,0.64,0.41,0.04,3.33,5.3375196,0.14852048,0.4951093,0.324,0.2307501,0.77285355,0.062,0.015214301,0.048303347,0
Belgium,BEL,2009,2.5214348,Belgium2009,1,0.33,0.17,3.95,6.0778413,0.12626372,0.36801606,0.608,0.3834106,1.1152002,0.386,0.06390178,0.18958403,1.5663052
Belgium,BEL,2010,3.0995507,Belgium2010,1.29,0.31,0.56,4.38,7.042102,0.11199371,0.33379993,0.912,0.46376878,1.3890384,1.0066,0.20101435,0.6029934,4.2494974
Belgium,BEL,2011,4.0459914,Belgium2011,2.31,0.2,1.17,4.63,9.331837,0.07482374,0.22459292,1.069,0.8826145,2.5940483,1.9786,0.44627005,1.3138685,4.9068365
Belgium,BEL,2012,5.060075,Belgium2012,2.76,0.36,2.15,5.24,12.908377,0.14128125,0.4421518,1.37,1.088697,3.3898306,2.6466,0.8500622,2.640629,5.2025642
Belgium,BEL,2013,5.3826203,Belgium2013,3.66,0.38,2.64,5.03,14.329417,0.14545758,0.46500245,1.78,1.4028999,4.478708,2.9016,1.0120784,3.2305434,5.10835
Belgium,BEL,2014,6.051173,Belgium2014,4.62,0.29,2.89,4.41,17.211727,0.12083106,0.40879616,1.944,1.8891311,6.5125456,3.015,1.1813772,4.073865,6.6881804
Belgium,BEL,2015,6.6614165,Belgium2015,5.57,0.32,3.06,5.5,21.212564,0.12780122,0.46975923,2.176,2.237324,8.176746,3.1316,1.2267551,4.4920726,4.4912734
Belgium,BEL,2016,6.357454,Belgium2016,5.42,0.37,3.1,5.36,16.972368,0.13691834,0.44068605,2.37,2.0046697,6.455455,3.3288,1.1454145,3.6922345,4.3256507
Belgium,BEL,2017,6.910616,Belgium2017,6.52,0.27,3.31,5.7,18.603556,0.09825909,0.31790888,2.7875,2.3712785,7.6769104,3.6206,1.2033376,3.8973272,5.181677
Belgium,BEL,2018,7.41519,Belgium2018,7.57,0.29,3.9,5.41,23.35419,0.106526494,0.39445052,3.2679,2.7593384,10.296518,4,1.4224912,5.3046794,4.9355044
Belgium,BEL,2019,7.959382,Belgium2019,9.76,0.3,4.25,5.16,21.091972,0.1062417,0.3249919,3.8634,3.4300594,10.57307,4.6366,1.4956864,4.6040516,5.2234054
Asia,,1997,4.8879094,Asia1997,1.1958565,532.8262,0.116365455,31.614063,13.528753,4.596565,12.741391,1.127,0.010316257,0.028596332,0.0938,0.001003815,0.002782629,
Belgium,BEL,2020,10.637791,Belgium2020,12.82,0.27,5.11,5.26,26.692457,0.1035903,0.30720222,4.6809,4.95386,14.586415,5.5748,1.9815283,5.814086,5.4118114
Belgium,BEL,2021,9.336409,Belgium2021,12,0.42,5.62,4.69,22.95264,0.12935764,0.4241139,4.77964,4.1047015,12.11754,6.5846,1.9378928,5.675048,5.3970246
Brazil,BRA,1990,45.275486,Brazil1990,0,206.708,0,3.8590624,94.50092,40.011593,92.769,,0,0,,0,0,65.00527
Asia,,1998,5.17496,Asia1998,1.4579804,564.8095,0.16731885,33.696926,13.913553,4.8641324,13.094637,1.246,0.012556059,0.03380206,0.1393,0.00144095,0.003879148,
Brazil,BRA,1991,45.86179,Brazil1991,0,217.782,0,3.9996126,94.6263,40.58343,92.9198,,0,0,,0,0,72.90802
Brazil,BRA,1992,44.902706,Brazil1992,0,223.343,0,4.929361,94.4203,39.771862,92.38137,,0,0,,0,0,66.798546
Brazil,BRA,1993,45.15963,Brazil1993,0,235.065,0,4.9839373,95.256325,40.067005,93.2786,,0,0,,0,0,64.79953
Asia,,1996,5.012627,Asia1996,0.9768788,534.9226,0.0725606,28.013805,14.109113,4.7484045,13.382044,,0.008671535,0.024438366,0.061,0.000644058,0.001815233,
Brazil,BRA,1994,44.5656,Brazil1994,0,242.705,0,5.3882236,95.40556,39.38199,93.333496,,0,0,,0,0,71.16422
Brazil,BRA,1995,44.34581,Brazil1995,0,253.905,0,5.5937405,94.15726,39.237316,92.1276,,0,0,,0,0,72.528015
Asia,,1999,4.9225016,Asia1999,2.029756,550.17346,0.24566661,36.97982,13.041746,4.588715,12.173182,1.395,0.016929185,0.04491054,0.2214,0.00204899,0.005435639,
Brazil,BRA,1996,44.08196,Brazil1996,0.002,265.769,0,6.75271,93.56115,38.897934,91.24216,,0.000292853,0.000686628,0,0,0,80.751854
Asia,,2000,4.9022627,Asia2000,2.37,567.84,0.39,46.17,13.29965,4.5477147,12.2445545,1.41426,0.01912113,0.051105227,0.37112,0.003063451,0.008409721,
Brazil,BRA,1997,43.489933,Brazil1997,0.004,278.972,0,7.378951,92.97818,38.623817,90.58098,0.004,0.000554054,0.001298782,0,0,0,88.75702
Asia,,2001,5.071513,Asia2001,3.1799998,614.37,0.53,46.760002,13.711943,4.7145543,12.671028,2.176557,0.024668815,0.065585665,0.50622998,0.004272826,0.010930944,
Brazil,BRA,1998,43.57197,Brazil1998,0.005,291.469,0,7.505233,92.92323,38.926487,90.589035,0.019,0.00066744,0.001554008,0,0,0,81.04088
Asia,,2002,4.974642,Asia2002,3.4599998,634.97,0.75,48.59,13.305848,4.6214204,12.284359,2.402797,0.02531314,0.06693841,0.712151,0.005622545,0.014509772,
Brazil,BRA,1999,43.143803,Brazil1999,0.002,293,0,8.376002,90.03717,38.448334,87.534225,0.022,0.000262565,0.000597503,0,0,0,74.77354
Asia,,2003,4.7754045,Asia2003,4.58,661.89,0.99999994,49.34,12.906311,4.425234,11.917465,3.601465,0.030881373,0.08246384,0.95082,0.007080431,0.018005203,
Brazil,BRA,2000,43.288433,Brazil2000,0,301.36,0,7.41,90.13077,39.243893,87.96777,0.022,0.000128374,0,0,0,0,61.795197
Asia,,2004,5.0844684,Asia2004,8.009999,776.51,1.3100001,52.309998,13.81895,4.725448,12.802816,5.46147,0.049658813,0.13206598,1.241006,0.008475279,0.021598807,
Brazil,BRA,2001,39.11162,Brazil2001,0.04,265.2,0,8.47,84.69536,35.11814,82.06207,0.024,0.004575342,0.012377386,0.000036,0,0,66.34447
Asia,,2005,4.912455,Asia2005,10.07,807.99,1.61,58.61,13.493234,4.529281,12.413351,6.97251,0.057781443,0.15470791,1.6106339,0.009968586,0.02473483,
Brazil,BRA,2002,40.756653,Brazil2002,0.06,283.23,0,9.66,86.08834,36.34499,83.23196,0.022,0.00774941,0.017632019,0.000036,0,0,72.809166
Asia,,2006,5.102126,Asia2006,16.06,884.44,1.9399999,62.35,13.684091,4.684313,12.544447,10.653403,0.08505565,0.22778687,1.972485,0.011619605,0.027515974,
Brazil,BRA,2003,42.284126,Brazil2003,0.06,302.56,0,11.26,87.456116,37.870674,84.30203,0.024,0.007558866,0.016717749,0.000716,0,0,83.917046
Asia,,1985,5.351891,Asia1985,0,343.2253,0,18.650616,18.021776,5.0661306,17.09296,,0,0,,0,0,
Asia,,2007,5.0578494,Asia2007,21.16,925.34,2.31,70.47,13.271046,4.602389,12.047945,14.256196,0.105744004,0.2755036,2.298976,0.013044782,0.030076245,
Asia,,1986,5.18894,Asia1986,0,345.83762,0,19.50979,17.217163,4.9006996,16.297756,,0,0,,0,0,
Brazil,BRA,2004,42.286156,Brazil2004,0.06,317.59,0,11.78,86.426,37.69345,83.31978,0.024,0.007167467,0.015741007,0.000718,0,0,84.634285
Asia,,1987,5.0807996,Asia1987,0,358.31186,0,19.839085,16.428139,4.8033037,15.566264,,0,0,,0,0,
Asia,,2008,5.5608997,Asia2008,32.57,1058.7301,2.8,76.83,14.764971,5.0232763,13.350172,21.47542,0.15555623,0.41069496,2.878011,0.015216951,0.035306904,
Asia,,1988,5.4397326,Asia1988,0,411.7138,0,21.396158,17.556263,5.1596956,16.688961,,0,0,,0,0,
Brazil,BRA,2005,43.1457,Brazil2005,0.09,334.08,0,12.79,87.678154,38.29989,84.42333,0.029,0.010543752,0.022743354,0.000718,0,0,92.56785
Asia,,1989,5.3260098,Asia1989,0,421.20538,0,23.113253,16.813385,5.037293,15.938762,,0,0,,0,0,
Asia,,2009,5.401413,Asia2009,50.79,1032.65,3.81,86.350006,14.237518,4.742838,12.527584,32.258021,0.23485774,0.6161584,3.7645862,0.019108338,0.04622098,
Asia,,1990,5.332829,Asia1990,0.033323232,444.1206,0.004,18.881407,16.312374,5.1095595,15.645889,,0.000383326,0.001173941,,4.59E-05,0.000140916,
Brazil,BRA,2006,43.045963,Brazil2006,0.24,345.32,0,13.99,87.28425,38.355003,83.82978,0.237,0.02606076,0.058262326,0.000718,0,0,102.801834
Asia,,1991,5.191642,Asia1991,0.12300091,449.01508,0.004,19.272646,15.670186,4.9714622,15.021198,,0.001361837,0.004114831,,4.42E-05,0.000133815,
Asia,,2010,5.8946567,Asia2010,78,1181.38,5.38,101.5,14.998569,5.094595,12.968987,47.564605,0.3369849,0.8562706,5.629264,0.025318196,0.05906072,
Asia,,1992,5.006854,Asia1992,0.22078313,452.27505,0.015500001,19.529099,14.945118,4.7920914,14.319331,,0.002339267,0.006990143,,0.000164205,0.00049074,
Brazil,BRA,2007,44.380226,Brazil2007,0.64,370.27,0,16.97,88.725204,38.50619,84.69703,0.247,0.068235755,0.14639613,0.000718,0,0,132.91316
Asia,,1993,5.3182926,Asia1993,0.3098508,502.67566,0.028500002,19.343426,15.742844,5.1130238,15.149673,,0.003151583,0.009338304,,0.000289919,0.000858935,
Asia,,2011,5.8202963,Asia2011,110.26,1197.11,9.73,111.38,14.592348,4.870131,12.228835,67.92041,0.44937176,1.1263387,9.88405,0.0422169,0.099394836,
Asia,,1994,5.0572066,Asia1994,0.578078,498.8318,0.036,22.93912,14.605704,4.824696,13.947165,,0.005591069,0.016162861,,0.000348177,0.001006548,
Brazil,BRA,2008,43.366776,Brazil2008,0.84,365.86,0,18.91,84.80723,36.28732,80.463615,0.398,0.1161606,0.18474126,0.000764,0,0,166.03877
Asia,,1995,5.263786,Asia1995,1.1145912,538.50226,0.049510103,27.571014,14.895889,4.990134,14.1412945,,0.010328518,0.029269632,,0.00045883,0.001300156,
